i,suite,case,SIZE,SIM_SIZE,DISK_SIZE,CHUNK,NO_FRUNCATE,SKIP_WARMUP,FILE_COUNT,SIM_TIME,FILE_SIZE,NO_SET,SEED,DISK_GEOMETRY,BLOCK_SIZE,FS,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
39,bench_p26_wt,bench_p26_wt_logging,2097152,0,134217728,64,0,0,32768,3600000000000,64,0,42,0,4096,2,ctx,4592704,0,0,0,0,0,0,400,7.060156
39,bench_p26_wt,bench_p26_wt_logging,2097152,0,134217728,64,0,0,32768,3600000000000,64,0,42,0,4096,2,heap,4592704,0,0,0,0,0,0,784,7.060186
39,bench_p26_wt,bench_p26_wt_logging,2097152,0,134217728,64,0,0,32768,3600000000000,64,0,42,0,4096,2,usage,4592704,0,0,0,0,0,0,2519040,7.060214
44,bench_p26_wt,bench_p26_wt_logging,2097152,0,134217728,64,0,0,32768,3600000000000,64,0,42,0,131072,2,write,150016,277311681,539123,74912,277311681,137172694,306839552,3600356274442,7.238810
44,bench_p26_wt,bench_p26_wt_logging,2097152,0,134217728,64,0,0,32768,3600000000000,64,0,42,0,131072,2,stack,150016,0,0,0,0,0,0,1760,7.238867
44,bench_p26_wt,bench_p26_wt_logging,2097152,0,134217728,64,0,0,32768,3600000000000,64,0,42,0,131072,2,ctx,150016,0,0,0,0,0,0,400,7.238899
44,bench_p26_wt,bench_p26_wt_logging,2097152,0,134217728,64,0,0,32768,3600000000000,64,0,42,0,131072,2,heap,150016,0,0,0,0,0,0,784,7.238923
44,bench_p26_wt,bench_p26_wt_logging,2097152,0,134217728,64,0,0,32768,3600000000000,64,0,42,0,131072,2,usage,150016,0,0,0,0,0,0,524288,7.238943
41,bench_p26_wt,bench_p26_wt_logging,2097152,0,134217728,64,0,0,32768,3600000000000,64,0,42,0,16384,2,write,1179584,311863478,623975,74116,311863478,152674425,303579136,3600165610091,7.368792
41,bench_p26_wt,bench_p26_wt_logging,2097152,0,134217728,64,0,0,32768,3600000000000,64,0,42,0,16384,2,stack,1179584,0,0,0,0,0,0,1856,7.368846
41,bench_p26_wt,bench_p26_wt_logging,2097152,0,134217728,64,0,0,32768,3600000000000,64,0,42,0,16384,2,ctx,1179584,0,0,0,0,0,0,400,7.368875
41,bench_p26_wt,bench_p26_wt_logging,2097152,0,134217728,64,0,0,32768,3600000000000,64,0,42,0,16384,2,heap,1179584,0,0,0,0,0,0,784,7.368898
41,bench_p26_wt,bench_p26_wt_logging,2097152,0,134217728,64,0,0,32768,3600000000000,64,0,42,0,16384,2,usage,1179584,0,0,0,0,0,0,1228800,7.368920
