i,suite,case,SIM_SIZE,SKIP_WARMUP,SIZE,DISK_GEOMETRY,SIM_TIME,NO_SET,READ_SIZE,CHUNK,NO_FRUNCATE,SEED,FILE_COUNT,DISK_SIZE,FS,FILE_SIZE,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
46,bench_p26_wt,bench_p26_wt_many,0,0,2097152,0,3600000000000,0,256,64,1,42,32768,134217728,32,64,ctx,50467264,0,0,0,0,0,0,848,62.697702
46,bench_p26_wt,bench_p26_wt_many,0,0,2097152,0,3600000000000,0,256,64,1,42,32768,134217728,32,64,heap,50467264,0,0,0,0,0,0,784,62.697752
46,bench_p26_wt,bench_p26_wt_many,0,0,2097152,0,3600000000000,0,256,64,1,42,32768,134217728,32,64,usage,50467264,0,0,0,0,0,0,31920128,62.697799
43,bench_p26_wt,bench_p26_wt_many,0,0,2097152,0,3600000000000,0,32,64,1,42,32768,134217728,32,64,write,62858560,9206956224,1814817,55591,9206956224,215328062,227700736,3600048864410,69.189265
43,bench_p26_wt,bench_p26_wt_many,0,0,2097152,0,3600000000000,0,32,64,1,42,32768,134217728,32,64,stack,62858560,0,0,0,0,0,0,3488,69.189356
43,bench_p26_wt,bench_p26_wt_many,0,0,2097152,0,3600000000000,0,32,64,1,42,32768,134217728,32,64,ctx,62858560,0,0,0,0,0,0,848,69.189409
43,bench_p26_wt,bench_p26_wt_many,0,0,2097152,0,3600000000000,0,32,64,1,42,32768,134217728,32,64,heap,62858560,0,0,0,0,0,0,784,69.189460
43,bench_p26_wt,bench_p26_wt_many,0,0,2097152,0,3600000000000,0,32,64,1,42,32768,134217728,32,64,usage,62858560,0,0,0,0,0,0,31920128,69.189530
42,bench_p26_wt,bench_p26_wt_many,0,0,2097152,0,3600000000000,0,16,64,1,42,32768,134217728,32,64,write,64185280,7586146992,1851729,56701,7586146992,219698291,232247296,3600017562377,70.142044
42,bench_p26_wt,bench_p26_wt_many,0,0,2097152,0,3600000000000,0,16,64,1,42,32768,134217728,32,64,stack,64185280,0,0,0,0,0,0,3488,70.142156
42,bench_p26_wt,bench_p26_wt_many,0,0,2097152,0,3600000000000,0,16,64,1,42,32768,134217728,32,64,ctx,64185280,0,0,0,0,0,0,848,70.142209
42,bench_p26_wt,bench_p26_wt_many,0,0,2097152,0,3600000000000,0,16,64,1,42,32768,134217728,32,64,heap,64185280,0,0,0,0,0,0,784,70.142257
42,bench_p26_wt,bench_p26_wt_many,0,0,2097152,0,3600000000000,0,16,64,1,42,32768,134217728,32,64,usage,64185280,0,0,0,0,0,0,31920128,70.142301
38,bench_p26_wt,bench_p26_wt_many,0,0,2097152,0,3600000000000,0,1,64,1,42,32768,134217728,32,64,write,65273856,6305946422,1881890,57569,6305946422,223237770,235802624,3600003883694,71.342027
38,bench_p26_wt,bench_p26_wt_many,0,0,2097152,0,3600000000000,0,1,64,1,42,32768,134217728,32,64,stack,65273856,0,0,0,0,0,0,3488,71.342111
38,bench_p26_wt,bench_p26_wt_many,0,0,2097152,0,3600000000000,0,1,64,1,42,32768,134217728,32,64,ctx,65273856,0,0,0,0,0,0,848,71.342153
38,bench_p26_wt,bench_p26_wt_many,0,0,2097152,0,3600000000000,0,1,64,1,42,32768,134217728,32,64,heap,65273856,0,0,0,0,0,0,784,71.342187
38,bench_p26_wt,bench_p26_wt_many,0,0,2097152,0,3600000000000,0,1,64,1,42,32768,134217728,32,64,usage,65273856,0,0,0,0,0,0,31920128,71.342215
44,bench_p26_wt,bench_p26_wt_many,0,0,2097152,0,3600000000000,0,64,64,1,42,32768,134217728,32,64,write,60412288,12188156480,1746729,53549,12188156480,207264293,219336704,3600012492223,71.541468
44,bench_p26_wt,bench_p26_wt_many,0,0,2097152,0,3600000000000,0,64,64,1,42,32768,134217728,32,64,stack,60412288,0,0,0,0,0,0,3488,71.541551
44,bench_p26_wt,bench_p26_wt_many,0,0,2097152,0,3600000000000,0,64,64,1,42,32768,134217728,32,64,ctx,60412288,0,0,0,0,0,0,848,71.541593
44,bench_p26_wt,bench_p26_wt_many,0,0,2097152,0,3600000000000,0,64,64,1,42,32768,134217728,32,64,heap,60412288,0,0,0,0,0,0,784,71.541628
44,bench_p26_wt,bench_p26_wt_many,0,0,2097152,0,3600000000000,0,64,64,1,42,32768,134217728,32,64,usage,60412288,0,0,0,0,0,0,31920128,71.541659
41,bench_p26_wt,bench_p26_wt_many,0,0,2097152,0,3600000000000,0,8,64,1,42,32768,134217728,32,64,write,64626944,7062016072,1863978,57057,7062016072,221138802,233705472,3600000384694,78.326373
41,bench_p26_wt,bench_p26_wt_many,0,0,2097152,0,3600000000000,0,8,64,1,42,32768,134217728,32,64,stack,64626944,0,0,0,0,0,0,3488,78.326457
41,bench_p26_wt,bench_p26_wt_many,0,0,2097152,0,3600000000000,0,8,64,1,42,32768,134217728,32,64,ctx,64626944,0,0,0,0,0,0,848,78.326499
41,bench_p26_wt,bench_p26_wt_many,0,0,2097152,0,3600000000000,0,8,64,1,42,32768,134217728,32,64,heap,64626944,0,0,0,0,0,0,784,78.326533
41,bench_p26_wt,bench_p26_wt_many,0,0,2097152,0,3600000000000,0,8,64,1,42,32768,134217728,32,64,usage,64626944,0,0,0,0,0,0,31920128,78.326564
40,bench_p26_wt,bench_p26_wt_many,0,0,2097152,0,3600000000000,0,4,64,1,42,32768,134217728,32,64,write,64978816,6651374512,1873735,57335,6651374512,222280132,234844160,3600010082828,81.980320
40,bench_p26_wt,bench_p26_wt_many,0,0,2097152,0,3600000000000,0,4,64,1,42,32768,134217728,32,64,stack,64978816,0,0,0,0,0,0,3488,81.980402
40,bench_p26_wt,bench_p26_wt_many,0,0,2097152,0,3600000000000,0,4,64,1,42,32768,134217728,32,64,ctx,64978816,0,0,0,0,0,0,848,81.980442
40,bench_p26_wt,bench_p26_wt_many,0,0,2097152,0,3600000000000,0,4,64,1,42,32768,134217728,32,64,heap,64978816,0,0,0,0,0,0,784,81.980474
40,bench_p26_wt,bench_p26_wt_many,0,0,2097152,0,3600000000000,0,4,64,1,42,32768,134217728,32,64,usage,64978816,0,0,0,0,0,0,31920128,81.980504
39,bench_p26_wt,bench_p26_wt_many,0,0,2097152,0,3600000000000,0,2,64,1,42,32768,134217728,32,64,write,65225344,6367330770,1880512,57527,6367330770,223075047,235630592,3600014845941,84.791747
39,bench_p26_wt,bench_p26_wt_many,0,0,2097152,0,3600000000000,0,2,64,1,42,32768,134217728,32,64,stack,65225344,0,0,0,0,0,0,3488,84.791822
39,bench_p26_wt,bench_p26_wt_many,0,0,2097152,0,3600000000000,0,2,64,1,42,32768,134217728,32,64,ctx,65225344,0,0,0,0,0,0,848,84.791857
39,bench_p26_wt,bench_p26_wt_many,0,0,2097152,0,3600000000000,0,2,64,1,42,32768,134217728,32,64,heap,65225344,0,0,0,0,0,0,784,84.791895
39,bench_p26_wt,bench_p26_wt_many,0,0,2097152,0,3600000000000,0,2,64,1,42,32768,134217728,32,64,usage,65225344,0,0,0,0,0,0,31920128,84.791934
50,bench_p26_wt,bench_p26_wt_many,0,0,2097152,0,3600000000000,0,4096,64,1,42,32768,134217728,32,64,write,47562112,27699154944,1389397,42956,27699154944,165046174,175947776,3600000985018,22.984453
50,bench_p26_wt,bench_p26_wt_many,0,0,2097152,0,3600000000000,0,4096,64,1,42,32768,134217728,32,64,stack,47562112,0,0,0,0,0,0,3488,22.984551
50,bench_p26_wt,bench_p26_wt_many,0,0,2097152,0,3600000000000,0,4096,64,1,42,32768,134217728,32,64,ctx,47562112,0,0,0,0,0,0,848,22.984584
50,bench_p26_wt,bench_p26_wt_many,0,0,2097152,0,3600000000000,0,4096,64,1,42,32768,134217728,32,64,heap,47562112,0,0,0,0,0,0,8464,22.984608
50,bench_p26_wt,bench_p26_wt_many,0,0,2097152,0,3600000000000,0,4096,64,1,42,32768,134217728,32,64,usage,47562112,0,0,0,0,0,0,31920128,22.984630
62,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,2048,64,1,42,32768,134217728,32,64,write,20310656,19065511936,2349875,42090,19065511936,165566142,172400640,3600010449178,14.140750
62,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,2048,64,1,42,32768,134217728,32,64,stack,20310656,0,0,0,0,0,0,3296,14.140873
62,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,2048,64,1,42,32768,134217728,32,64,ctx,20310656,0,0,0,0,0,0,624,14.140931
62,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,2048,64,1,42,32768,134217728,32,64,heap,20310656,0,0,0,0,0,0,4368,14.140981
62,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,2048,64,1,42,32768,134217728,32,64,usage,20310656,0,0,0,0,0,0,3887104,14.141028
61,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,1024,64,1,42,32768,134217728,32,64,write,22081600,12737646592,2557423,45863,12737646592,180328084,187854848,3600002007548,15.515868
61,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,1024,64,1,42,32768,134217728,32,64,stack,22081600,0,0,0,0,0,0,3296,15.515977
61,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,1024,64,1,42,32768,134217728,32,64,ctx,22081600,0,0,0,0,0,0,624,15.516034
61,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,1024,64,1,42,32768,134217728,32,64,heap,22081600,0,0,0,0,0,0,2320,15.516085
61,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,1024,64,1,42,32768,134217728,32,64,usage,22081600,0,0,0,0,0,0,3694592,15.516133
60,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,512,64,1,42,32768,134217728,32,64,write,23353792,8340942848,2702045,48481,8340942848,190629363,198578176,3600003375113,16.127185
60,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,512,64,1,42,32768,134217728,32,64,stack,23353792,0,0,0,0,0,0,3296,16.127293
60,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,512,64,1,42,32768,134217728,32,64,ctx,23353792,0,0,0,0,0,0,624,16.127352
60,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,512,64,1,42,32768,134217728,32,64,heap,23353792,0,0,0,0,0,0,1296,16.127404
60,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,512,64,1,42,32768,134217728,32,64,usage,23353792,0,0,0,0,0,0,2826240,16.127454
59,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,256,64,1,42,32768,134217728,32,64,write,24115136,5633291008,2792481,50081,5633291008,196903824,205131776,3600000341680,16.447937
59,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,256,64,1,42,32768,134217728,32,64,stack,24115136,0,0,0,0,0,0,3296,16.448050
59,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,256,64,1,42,32768,134217728,32,64,ctx,24115136,0,0,0,0,0,0,624,16.448107
59,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,256,64,1,42,32768,134217728,32,64,heap,24115136,0,0,0,0,0,0,784,16.448156
59,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,256,64,1,42,32768,134217728,32,64,usage,24115136,0,0,0,0,0,0,3624960,16.448204
57,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,64,64,1,42,32768,134217728,32,64,write,25015424,2297729088,2901311,52075,2297729088,204740357,213299200,3600000009311,17.240716
57,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,64,64,1,42,32768,134217728,32,64,stack,25015424,0,0,0,0,0,0,3296,17.240820
57,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,64,64,1,42,32768,134217728,32,64,ctx,25015424,0,0,0,0,0,0,624,17.240876
57,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,64,64,1,42,32768,134217728,32,64,heap,25015424,0,0,0,0,0,0,784,17.240925
57,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,64,64,1,42,32768,134217728,32,64,usage,25015424,0,0,0,0,0,0,4562944,17.240972
51,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,1,64,1,42,32768,134217728,32,64,write,25533696,727304431,2954328,52999,727304431,208379380,217083904,3600044508788,17.404112
51,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,1,64,1,42,32768,134217728,32,64,stack,25533696,0,0,0,0,0,0,3296,17.404210
51,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,1,64,1,42,32768,134217728,32,64,ctx,25533696,0,0,0,0,0,0,624,17.404265
51,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,1,64,1,42,32768,134217728,32,64,heap,25533696,0,0,0,0,0,0,784,17.404313
51,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,1,64,1,42,32768,134217728,32,64,usage,25533696,0,0,0,0,0,0,2912256,17.404358
58,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,128,64,1,42,32768,134217728,32,64,write,24706112,3464321024,2863567,51375,3464321024,201988875,210432000,3600009918161,17.549669
58,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,128,64,1,42,32768,134217728,32,64,stack,24706112,0,0,0,0,0,0,3296,17.549770
58,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,128,64,1,42,32768,134217728,32,64,ctx,24706112,0,0,0,0,0,0,624,17.549823
58,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,128,64,1,42,32768,134217728,32,64,heap,24706112,0,0,0,0,0,0,784,17.549869
58,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,128,64,1,42,32768,134217728,32,64,usage,24706112,0,0,0,0,0,0,4239360,17.549914
56,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,32,64,1,42,32768,134217728,32,64,write,25252928,1554508448,2926049,52515,1554508448,206475607,215101440,3600001928565,17.587116
56,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,32,64,1,42,32768,134217728,32,64,stack,25252928,0,0,0,0,0,0,3296,17.587194
56,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,32,64,1,42,32768,134217728,32,64,ctx,25252928,0,0,0,0,0,0,624,17.587244
56,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,32,64,1,42,32768,134217728,32,64,heap,25252928,0,0,0,0,0,0,784,17.587291
56,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,32,64,1,42,32768,134217728,32,64,usage,25252928,0,0,0,0,0,0,2625536,17.587332
55,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,16,64,1,42,32768,134217728,32,64,write,25405824,1161433216,2939397,52746,1161433216,207386179,216047616,3600031818233,18.916785
55,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,16,64,1,42,32768,134217728,32,64,stack,25405824,0,0,0,0,0,0,3296,18.916886
55,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,16,64,1,42,32768,134217728,32,64,ctx,25405824,0,0,0,0,0,0,624,18.916932
55,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,16,64,1,42,32768,134217728,32,64,heap,25405824,0,0,0,0,0,0,784,18.916972
55,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,16,64,1,42,32768,134217728,32,64,usage,25405824,0,0,0,0,0,0,2781184,18.917015
54,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,8,64,1,42,32768,134217728,32,64,write,25455680,991900464,2945259,52844,991900464,207774956,216449024,3600013313540,19.520543
54,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,8,64,1,42,32768,134217728,32,64,stack,25455680,0,0,0,0,0,0,3296,19.520655
54,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,8,64,1,42,32768,134217728,32,64,ctx,25455680,0,0,0,0,0,0,624,19.520704
54,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,8,64,1,42,32768,134217728,32,64,heap,25455680,0,0,0,0,0,0,784,19.520746
54,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,8,64,1,42,32768,134217728,32,64,usage,25455680,0,0,0,0,0,0,2830336,19.520785
52,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,2,64,1,42,32768,134217728,32,64,write,25511360,801896094,2951724,52955,801896094,208204388,216903680,3600002976284,20.426678
52,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,2,64,1,42,32768,134217728,32,64,stack,25511360,0,0,0,0,0,0,3296,20.426760
52,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,2,64,1,42,32768,134217728,32,64,ctx,25511360,0,0,0,0,0,0,624,20.426800
52,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,2,64,1,42,32768,134217728,32,64,heap,25511360,0,0,0,0,0,0,784,20.426831
52,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,2,64,1,42,32768,134217728,32,64,usage,25511360,0,0,0,0,0,0,2891776,20.426859
53,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,4,64,1,42,32768,134217728,32,64,write,25492800,863867696,2949586,52919,863867696,208062330,216756224,3600003715982,20.632585
53,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,4,64,1,42,32768,134217728,32,64,stack,25492800,0,0,0,0,0,0,3296,20.632642
53,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,4,64,1,42,32768,134217728,32,64,ctx,25492800,0,0,0,0,0,0,624,20.632670
53,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,4,64,1,42,32768,134217728,32,64,heap,25492800,0,0,0,0,0,0,784,20.632693
53,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,4,64,1,42,32768,134217728,32,64,usage,25492800,0,0,0,0,0,0,2871296,20.632714
63,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,4096,64,1,42,32768,134217728,32,64,write,21367360,15441408000,2469058,44248,15441408000,174088064,181239808,3600003763328,6.118670
63,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,4096,64,1,42,32768,134217728,32,64,stack,21367360,0,0,0,0,0,0,3296,6.118737
63,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,4096,64,1,42,32768,134217728,32,64,ctx,21367360,0,0,0,0,0,0,624,6.118768
63,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,4096,64,1,42,32768,134217728,32,64,heap,21367360,0,0,0,0,0,0,8464,6.118793
63,bench_p26_wt,bench_p26_wt_logging,0,0,2097152,0,3600000000000,0,4096,64,1,42,32768,134217728,32,64,usage,21367360,0,0,0,0,0,0,2801664,6.118818
