i,suite,case,FILE_SIZE,DISK_SIZE,NO_FRUNCATE,BLOCK_SIZE,DISK_GEOMETRY,SIM_TIME,FS,NO_SET,SEED,SIM_SIZE,SIZE,SKIP_WARMUP,CHUNK,FILE_COUNT,probe,n,bench_reads,bench_progs,bench_erases,bench_readed,bench_progged,bench_erased,bench_simtime,bench_runtime
46,bench_p26_wt,bench_p26_wt_logging,64,134217728,0,524288,0,3600000000000,30,0,42,0,2097152,0,64,32768,stack,35124928,0,0,0,0,0,0,3168,11.160336
46,bench_p26_wt,bench_p26_wt_logging,64,134217728,0,524288,0,3600000000000,30,0,42,0,2097152,0,64,32768,ctx,35124928,0,0,0,0,0,0,528,11.160391
46,bench_p26_wt,bench_p26_wt_logging,64,134217728,0,524288,0,3600000000000,30,0,42,0,2097152,0,64,32768,heap,35124928,0,0,0,0,0,0,784,11.160438
46,bench_p26_wt,bench_p26_wt_logging,64,134217728,0,524288,0,3600000000000,30,0,42,0,2097152,0,64,32768,usage,35124928,0,0,0,0,0,0,4194304,11.160484
44,bench_p26_wt,bench_p26_wt_logging,64,134217728,0,131072,0,3600000000000,30,0,42,0,2097152,0,64,32768,write,31981888,294281396,3147811,51680,294281396,205403318,211681280,3600731780770,11.348556
44,bench_p26_wt,bench_p26_wt_logging,64,134217728,0,131072,0,3600000000000,30,0,42,0,2097152,0,64,32768,stack,31981888,0,0,0,0,0,0,3168,11.348636
44,bench_p26_wt,bench_p26_wt_logging,64,134217728,0,131072,0,3600000000000,30,0,42,0,2097152,0,64,32768,ctx,31981888,0,0,0,0,0,0,528,11.348682
44,bench_p26_wt,bench_p26_wt_logging,64,134217728,0,131072,0,3600000000000,30,0,42,0,2097152,0,64,32768,heap,31981888,0,0,0,0,0,0,784,11.348731
44,bench_p26_wt,bench_p26_wt_logging,64,134217728,0,131072,0,3600000000000,30,0,42,0,2097152,0,64,32768,usage,31981888,0,0,0,0,0,0,2752512,11.348765
39,bench_p26_wt,bench_p26_wt_logging,64,134217728,0,4096,0,3600000000000,30,0,42,0,2097152,0,64,32768,write,16093632,882871469,2668527,55397,882871469,218062808,226906112,3600000970000,11.517811
39,bench_p26_wt,bench_p26_wt_logging,64,134217728,0,4096,0,3600000000000,30,0,42,0,2097152,0,64,32768,stack,16093632,0,0,0,0,0,0,3104,11.517887
39,bench_p26_wt,bench_p26_wt_logging,64,134217728,0,4096,0,3600000000000,30,0,42,0,2097152,0,64,32768,ctx,16093632,0,0,0,0,0,0,528,11.517928
39,bench_p26_wt,bench_p26_wt_logging,64,134217728,0,4096,0,3600000000000,30,0,42,0,2097152,0,64,32768,heap,16093632,0,0,0,0,0,0,784,11.517962
39,bench_p26_wt,bench_p26_wt_logging,64,134217728,0,4096,0,3600000000000,30,0,42,0,2097152,0,64,32768,usage,16093632,0,0,0,0,0,0,2203648,11.517993
47,bench_p26_wt,bench_p26_wt_logging,64,134217728,0,1048576,0,3600000000000,30,0,42,0,2097152,0,64,32768,write,36728960,212753512,3448938,49152,212753512,193892531,201326592,3603984702345,11.583730
47,bench_p26_wt,bench_p26_wt_logging,64,134217728,0,1048576,0,3600000000000,30,0,42,0,2097152,0,64,32768,stack,36728960,0,0,0,0,0,0,3168,11.583797
47,bench_p26_wt,bench_p26_wt_logging,64,134217728,0,1048576,0,3600000000000,30,0,42,0,2097152,0,64,32768,ctx,36728960,0,0,0,0,0,0,528,11.583836
47,bench_p26_wt,bench_p26_wt_logging,64,134217728,0,1048576,0,3600000000000,30,0,42,0,2097152,0,64,32768,heap,36728960,0,0,0,0,0,0,784,11.583869
47,bench_p26_wt,bench_p26_wt_logging,64,134217728,0,1048576,0,3600000000000,30,0,42,0,2097152,0,64,32768,usage,36728960,0,0,0,0,0,0,5242880,11.583899
40,bench_p26_wt,bench_p26_wt_logging,64,134217728,0,8192,0,3600000000000,30,0,42,0,2097152,0,64,32768,write,16782784,874230097,2761554,54580,874230097,215486527,223559680,3600065171285,13.051621
40,bench_p26_wt,bench_p26_wt_logging,64,134217728,0,8192,0,3600000000000,30,0,42,0,2097152,0,64,32768,stack,16782784,0,0,0,0,0,0,3168,13.051693
40,bench_p26_wt,bench_p26_wt_logging,64,134217728,0,8192,0,3600000000000,30,0,42,0,2097152,0,64,32768,ctx,16782784,0,0,0,0,0,0,528,13.051727
40,bench_p26_wt,bench_p26_wt_logging,64,134217728,0,8192,0,3600000000000,30,0,42,0,2097152,0,64,32768,heap,16782784,0,0,0,0,0,0,784,13.051756
40,bench_p26_wt,bench_p26_wt_logging,64,134217728,0,8192,0,3600000000000,30,0,42,0,2097152,0,64,32768,usage,16782784,0,0,0,0,0,0,2179072,13.051782
41,bench_p26_wt,bench_p26_wt_logging,64,134217728,0,16384,0,3600000000000,30,0,42,0,2097152,0,64,32768,write,23279552,900679684,2570094,56256,900679684,224729248,230424576,3600108007040,14.632878
41,bench_p26_wt,bench_p26_wt_logging,64,134217728,0,16384,0,3600000000000,30,0,42,0,2097152,0,64,32768,stack,23279552,0,0,0,0,0,0,3168,14.632948
41,bench_p26_wt,bench_p26_wt_logging,64,134217728,0,16384,0,3600000000000,30,0,42,0,2097152,0,64,32768,ctx,23279552,0,0,0,0,0,0,528,14.632978
41,bench_p26_wt,bench_p26_wt_logging,64,134217728,0,16384,0,3600000000000,30,0,42,0,2097152,0,64,32768,heap,23279552,0,0,0,0,0,0,784,14.633004
41,bench_p26_wt,bench_p26_wt_logging,64,134217728,0,16384,0,3600000000000,30,0,42,0,2097152,0,64,32768,usage,23279552,0,0,0,0,0,0,2195456,14.633029
